"business_name","business_type","post","rating","scores","date","local_authority"
"Geneva Road Evangelical Baptist Church","Restaurant/Cafe/Canteen","DL1 4HS","5","000","2016-08-19","Darlington"
"George & Dragon","Pub/bar/nightclub","DL5 6PP","5","555","2015-10-06","Darlington"
"Ginger Celebrations","Other catering premises","DL2 2DW","5","000","2016-09-29","Darlington"
"Glad News","Retailers - other","DL3 6LE","Exempt","","2015-07-03","Darlington"
"Gladstone Cafe","Restaurant/Cafe/Canteen","DL3 6LB","5","555","2015-11-10","Darlington"
"Gladstone Convenience Store","Retailers - other","DL3 6LH","5","000","2017-01-03","Darlington"
"Glenn Williams","Retailers - other","DL3 6AP","Exempt","","2016-03-22","Darlington"
"Glittering Star","Retailers - other","DL1 1PB","Exempt","","2016-12-01","Darlington"
"Godfathers","Takeaway/sandwich shop","DL3 9ER","5","555","2016-10-27","Darlington"
"Golden Fish Bar","Takeaway/sandwich shop","DL1 2JU","5","555","2015-10-28","Darlington"
"Golden Fisheries","Takeaway/sandwich shop","DL3 6PW","5","555","2016-11-11","Darlington"
"Golden Gate Fish Bar","Takeaway/sandwich shop","DL1 1BA","5","000","2017-01-10","Darlington"
"Grange Road Basement Project","Other catering premises","DL1 5NH","5","000","2016-08-11","Darlington"
"Grange Road Conservatory Cafe","Restaurant/Cafe/Canteen","DL1 5NH","5","000","2014-12-11","Darlington"
"Grange Road Service Station","Retailers - other","DL1 5NP","5","000","2016-02-19","Darlington"
"Green Dragon","Pub/bar/nightclub","DL3 7LU","5","555","2011-02-16","Darlington"
"Greencroft Court Luncheon Club","Restaurant/Cafe/Canteen","DL3 8HW","5","000","2015-11-05","Darlington"
"Greggs","Takeaway/sandwich shop","DL3 9AA","5","000","2017-01-04","Darlington"
"Greggs","Takeaway/sandwich shop","DL1 2EE","5","000","2016-07-05","Darlington"
"Greggs North East","Takeaway/sandwich shop","DL3 7QQ","5","000","2016-05-20","Darlington"
"Greggs North East","Takeaway/sandwich shop","DL1 1LT","5","000","2015-11-03","Darlington"
"Greggs Of Gosforth","Takeaway/sandwich shop","DL1 1PR","5","000","2015-10-16","Darlington"
"Greggs Of Gosforth","Takeaway/sandwich shop","DL3 7LL","5","555","2016-09-21","Darlington"
"Greggs Of Gosforth","Takeaway/sandwich shop","DL1 1BA","5","000","2016-05-12","Darlington"
"Grey Horse","Retailers - other","DL1 4AB","5","000","2012-10-31","Darlington"
"Grey Horse","Pub/bar/nightclub","DL1 2DD","5","555","2016-10-07","Darlington"
"Grill \& Shake","Takeaway/sandwich shop","DL3 7AQ","5","000","2015-12-09","Darlington"
"Grill \& Shake","Takeaway/sandwich shop","DL3 7AQ","5","555","2015-12-09","Darlington"
"Grosvenor Cafe \& Takeaway","Restaurant/Cafe/Canteen","DL1 2EL","5","000","2016-10-18","Darlington"
"Grosvenor Park Care Home","Hospitals/Childcare/Caring Premises","DL1 4SX","5","505","2016-11-11","Darlington"
"H Taylor & Sons","Retailers - other","DL3 7NR","5","555","2016-05-12","Darlington"
"H Taylor & Sons LTD","Manufacturers/packers","DL1 4PZ","AwaitingInspection","","","Darlington"
"Haandi","Takeaway/sandwich shop","DL1 5JW","5","555","2016-01-27","Darlington"
"Hall Garth Hotel","Hotel/bed & breakfast/guest house","DL1 3LU","5","555","2016-03-16","Darlington"
"Handmade By Tasha","Other catering premises","DL1 4LA","5","000","2017-03-03","Darlington"
"Hannah's Mobile Kitchen","Mobile caterer",NA,"5","000","2016-08-03","Darlington"
"Happy Chef","Takeaway/sandwich shop","DL1 1XQ","4","","2016-03-15","Darlington"
"Happy's","Takeaway/sandwich shop","DL3 0GA","5","000","2016-10-31","Darlington"
"Harewood Hill Lodge","Hospitals/Childcare/Caring Premises","DL3 7HY","5","500","2016-08-15","Darlington"
"Harewood Lodge Guest House","Hotel/bed & breakfast/guest house","DL1 5NP","5","555","2016-03-02","Darlington"
"Harper D.P.","Retailers - other","DL3 8UQ","Exempt","","2015-09-02","Darlington"
"Harpers To Go","Takeaway/sandwich shop","DL3 7PJ","3","101010","2016-01-21","Darlington"
"Harrowgate Club & Institute","Pub/bar/nightclub","DL1 3DT","5","000","2016-10-10","Darlington"
"Harrowgate Hill Lodge","Hotel/bed & breakfast/guest house","DL1 3AD","5","000","2014-12-16","Darlington"
"Harrowgate Hill Primary School Out Of School Club","School/college/university","DL3 0HZ","5","000","2016-04-25","Darlington"
"Harrowgate Hill Stores","Retailers - other","DL1 3AG","5","505","2017-01-17","Darlington"
"Harvey's","Pub/bar/nightclub","DL1 5RL","5","000","2014-12-23","Darlington"
"Hash Bar \& Kitchen","Pub/bar/nightclub","DL3 7RG","5","555","2015-12-04","Darlington"
"Haughton Children's Centre","School/college/university","DL1 2AN","5","000","2015-01-08","Darlington"
"Haughton WMC","Pub/bar/nightclub","DL1 2DD","5","000","2016-12-15","Darlington"
"Havelock Centre","Restaurant/Cafe/Canteen","DL1 2JE","5","000","2016-12-13","Darlington"
"Head Of Steam Cafe","Restaurant/Cafe/Canteen","DL3 6ST","5","055","2016-11-16","Darlington"
"Healthy Darlington At Firth Moor Primary School","School/college/university","DL1 4RW","5","000","2016-04-20","Darlington"
"Healthy Darlington At Mowden Junior School","School/college/university","DL3 9DE","5","555","2016-01-18","Darlington"
"Healthy Darlington At Mowden Junior School","School/college/university","DL1 3HT","5","000","2015-11-30","Darlington"
"Healthy Darlington At Reid Street Primary School","School/college/university","DL3 6EX","5","000","2017-01-26","Darlington"
"Healthy Darlington At St Teresa's  RC Primary School","School/college/university","DL1 4NL","5","000","2016-03-01","Darlington"
"Heathfield Academy Trust At Corporation Road Community Prima","School/college/university","DL3 6AR","5","000","2016-10-06","Darlington"
"Heathfield Primary","School/college/university","DL1 1EJ","5","000","2015-09-24","Darlington"
"Heighington CE Primary School","School/college/university","DL5 6PH","5","000","2014-06-03","Darlington"
"Heighington Pre-School","Hospitals/Childcare/Caring Premises","DL5 6QX","5","000","2015-02-13","Darlington"
"Heighington Takeaway","Takeaway/sandwich shop","DL5 6PN","4","5105","2017-01-09","Darlington"
"Hell's Kettles Brewing Company","Manufacturers/packers","DL1 5NP","5","000","2016-09-30","Darlington"
"Heron Foods","Retailers - other","DL1 4XJ","5","000","2015-06-10","Darlington"
"Heron Frozen Foods","Retailers - other","DL3 9EH","5","000","2014-09-11","Darlington"
"Hewsons","Retailers - other","DL1 2JR","5","555","2015-09-22","Darlington"
"High Coniscliffe CE Primary Primary School","School/college/university","DL2 2LL","5","000","2016-11-07","Darlington"
"High Coniscliffe Out Of School Club","School/college/university","DL2 2LL","5","000","2016-04-20","Darlington"
"Highland Laddie","Pub/bar/nightclub","DL1 2DF","5","000","2015-01-15","Darlington"
"Hilary Marsden","Other catering premises",NA,"AwaitingInspection","","","Darlington"
"Hill News Londis","Retailers - other","DL2 1EG","5","000","2016-09-22","Darlington"
"Hogans","Pub/bar/nightclub","DL1 5JN","5","000","2016-03-22","Darlington"
"Hole In The Wall","Pub/bar/nightclub","DL1 5PT","5","555","2016-11-16","Darlington"
"Holicote","Hospitals/Childcare/Caring Premises","DL3 9EZ","5","000","2016-03-17","Darlington"
"Hollyhurst","Hospitals/Childcare/Caring Premises","DL3 9LN","5","000","2015-11-23","Darlington"
"Home Bargains","Retailers - other","DL1 4PU","5","000","2014-01-17","Darlington"
"Homecare Cafe","Restaurant/Cafe/Canteen","DL1 1PY","5","000","2015-09-29","Darlington"
"Hop \& Grape","Retailers - other","DL1 2PS","Exempt","","2015-05-13","Darlington"
"Hopetown & Whessoe WMC","Pub/bar/nightclub","DL3 6RD","5","000","2016-06-28","Darlington"
"Hoskins","Pub/bar/nightclub","DL1 5HW","5","000","2017-05-05","Darlington"
"Hot Plate","Takeaway/sandwich shop","DL1 5JW","3","101010","2016-12-14","Darlington"
"Houndgate Townhouse","Hotel/bed & breakfast/guest house","DL1 5RF","5","000","2015-08-05","Darlington"
"Huckleberrys Restaurants (Darlington) Ltd","Restaurant/Cafe/Canteen","DL1 1RR","5","555","2016-06-06","Darlington"
"Hudson Catering Ltd","Restaurant/Cafe/Canteen","DL1 4PW","5","000","2016-09-22","Darlington"
"Hudsons Guest House","Hotel/bed & breakfast/guest house","DL3 6SY","3","101010","2015-12-15","Darlington"
"Huggybear Daycare","School/college/university","DL3 8JP","5","000","2016-09-14","Darlington"
"Hummersknott Academy Trust At Hummersknott School","School/college/university","DL3 8AR","5","000","2016-05-10","Darlington"
"Hundal's Family Store","Retailers - other","DL1 4LL","5","505","2014-07-30","Darlington"
"Hundens Park","Hospitals/Childcare/Caring Premises","DL1 1LJ","5","000","2016-03-02","Darlington"
"Hurworth Community Association","Pub/bar/nightclub","DL2 2JL","5","000","2016-08-30","Darlington"
"Hurworth Fisheries","Takeaway/sandwich shop","DL2 2AQ","5","000","2016-09-23","Darlington"
"Hurworth Primary School Academy","Hospitals/Childcare/Caring Premises","DL2 2ET","5","055","2016-03-15","Darlington"
"Hurworth School Catering","School/college/university","DL2 2JG","5","000","2015-10-20","Darlington"
"Ice House","Takeaway/sandwich shop","DL1 1TR","5","000","2016-11-17","Darlington"
"Iceland","Retailers - supermarkets/hypermarkets","DL1 1BA","5","000","2014-04-08","Darlington"
"Iceland","Retailers - supermarkets/hypermarkets","DL3 6SL","5","000","2016-04-28","Darlington"
"Iceland","Retailers - supermarkets/hypermarkets","DL1 2EE","5","000","2016-07-20","Darlington"
"Il Cappuccino","Restaurant/Cafe/Canteen","DL1 5PZ","5","000","2016-07-15","Darlington"
"Imperial Express Cafe","Restaurant/Cafe/Canteen","DL3 7HJ","5","000","2015-01-16","Darlington"
"Inside Out","Pub/bar/nightclub","DL1 5SX","5","000","2015-03-19","Darlington"
"Iron Horse Bar","Mobile caterer","DL1 4ET","5","000","2015-02-25","Darlington"
"Irvings Sandwich Bar","Takeaway/sandwich shop","DL1 2PS","5","000","2017-02-15","Darlington"
"Izzy's","Restaurant/Cafe/Canteen","DL3 7QH","5","000","2016-09-27","Darlington"
"J & G Delicatessen","Retailers - other","DL1 5PX","5","505","2016-02-05","Darlington"
"J & LC Clark Chemist","Retailers - other","DL1 1BA","Exempt","","2015-04-14","Darlington"
"J \& S Catering","Mobile caterer",NA,"AwaitingInspection","","","Darlington"
"J J Blair & Sons Ltd","Farmers/growers","DL1 3HE","5","000","2015-03-04","Darlington"
"J. Lochner (D'ton) Ltd","Retailers - other","DL1 2RR","4","5510","2017-02-16","Darlington"
"J.Bees Pantry","Other catering premises","DL2 1TW","5","050","2014-11-19","Darlington"
"Jackies New Golden Fry","Mobile caterer","DL1 2ST","5","505","2016-10-24","Darlington"
"Jans Kitchen","Pub/bar/nightclub","DL3 7LU","5","555","2016-07-04","Darlington"
"Jazz's Fish Bar","Takeaway/sandwich shop","DL1 3BH","2","151010","2016-03-15","Darlington"
"Jeanies Kitchen","Other catering premises","DL2 1SS","5","000","2015-01-29","Darlington"
"Jennybeth Chocolates","Other catering premises",NA,"5","505","2014-11-04","Darlington"
"Jewsons Ltd","Retailers - other","DL1 1LF","Exempt","","2014-11-24","Darlington"
"Jillys","Other catering premises","DL1 2EJ","5","500","2016-12-15","Darlington"
"Joe Rigatonis","Restaurant/Cafe/Canteen","DL1 5NQ","5","055","2016-07-01","Darlington"
"John Spinks Potatoes","Farmers/growers","DL5 6NJ","Exempt","","2015-09-22","Darlington"
"Jubilee Catering","Mobile caterer","DL3 0PH","5","505","2015-07-13","Darlington"
"Just Cakes","Retailers - other","DL3 9EJ","5","000","2014-07-29","Darlington"
"K & S Peacock","Retailers - other","DL1 4AG","5","000","2015-11-04","Darlington"
"K \& H Family Store","Retailers - other","DL1 4EW","5","000","2015-07-30","Darlington"
"K And N Kitchens","Restaurant/Cafe/Canteen",NA,"5","555","2014-07-02","Darlington"
"K Manson Family Butchers","Retailers - other","DL3 9XT","5","555","2016-06-27","Darlington"
"Karen's Catering","Other catering premises",NA,"5","000","2017-01-23","Darlington"
"Kebab Grill","Takeaway/sandwich shop","DL3 7JJ","5","555","2015-06-23","Darlington"
"Kentucky Fried Chicken","Restaurant/Cafe/Canteen","DL1 4PU","5","500","2017-05-04","Darlington"
"KFC","Restaurant/Cafe/Canteen","DL1 2EE","5","000","2016-07-05","Darlington"
"Kiddies Corner","School/college/university","DL3 7HG","5","050","2014-03-21","Darlington"
"Kids 1st Day Nursery","Hospitals/Childcare/Caring Premises","DL2 2GF","5","000","2016-02-09","Darlington"
"Kimberley Caravans","Restaurant/Cafe/Canteen","DL2 2XY","5","000","2016-06-21","Darlington"
"Kings Food Bank","Distributors/Transporters","DL3 0QT","AwaitingInspection","","","Darlington"
"Krish Food \& Wine","Retailers - other","DL1 4SA","5","000","2016-12-07","Darlington"
"KSC Worldwide","Retailers - other","DL3 8DQ","5","000","2014-12-30","Darlington"
"KSC Worldwide","Retailers - other","DL1 2LD","5","000","2014-12-30","Darlington"
"L.A Pizza","Takeaway/sandwich shop","DL1 4EG","5","055","2016-07-25","Darlington"
"La Roma","Takeaway/sandwich shop","DL1 1UB","2","151010","2017-03-02","Darlington"
"Labour Of Loaf","Other catering premises",NA,"5","000","2015-12-04","Darlington"
"Ladbrokes","Retailers - other","DL3 6RF","Exempt","","2016-12-30","Darlington"
"Ladbrokes","Retailers - other","DL1 2DD","Exempt","","2016-02-23","Darlington"
"Ladbrokes","Retailers - other","DL3 7LH","Exempt","","2016-02-22","Darlington"
"Ladbrokes","Retailers - other","DL3 6NU","Exempt","","2016-12-20","Darlington"
"Ladbrokes","Retailers - other","DL1 3TP","Exempt","","2016-12-29","Darlington"
"Ladbrokes","Retailers - other","DL1 1BA","Exempt","","2016-02-23","Darlington"
"Ladbrokes","Retailers - other","DL1 4BN","Exempt","","2016-11-28","Darlington"
"Lakeside Lodge","Hospitals/Childcare/Caring Premises","DL1 5TD","5","505","2014-11-04","Darlington"
"Lally's Off Licence","Retailers - other","DL1 1DZ","5","000","2016-01-11","Darlington"
"Lanni's Sandwich Bar","Takeaway/sandwich shop","DL1 5JH","5","555","2016-01-15","Darlington"
"Latimer House","Hospitals/Childcare/Caring Premises","DL3 8PD","5","000","2015-01-30","Darlington"
"Layered Up Baking","Other catering premises",NA,"5","500","2014-10-10","Darlington"
"Lee Dynasty","Takeaway/sandwich shop","DL3 9ER","5","505","2015-10-14","Darlington"
"Liddle & Sons","Retailers - other","DL1 5PX","5","505","2015-10-26","Darlington"
"Lidl Supermarket","Retailers - supermarkets/hypermarkets","DL1 1BA","5","000","2017-02-07","Darlington"
"Lifestyle Express","Retailers - other","DL3 6JZ","1","101020","2016-06-07","Darlington"
"Lifestyle Express","Retailers - other","DL1 2PT","5","000","2016-05-10","Darlington"
"Lifeways","Hospitals/Childcare/Caring Premises","DL3 9EU","AwaitingInspection","","","Darlington"
"Linden Court","Restaurant/Cafe/Canteen","DL2 2DL","5","000","2015-06-30","Darlington"
"Linwood House","Hotel/bed & breakfast/guest house","DL1 4JD","5","505","2012-12-20","Darlington"
"Little Bird Catering","Other catering premises",NA,"5","000","2016-09-27","Darlington"
"Little Britaly (Darlington)","Retailers - other","DL1 4SN","5","505","2016-02-03","Darlington"
"Little Fat Buddha","Takeaway/sandwich shop","DL3 9EP","4","5510","2017-01-25","Darlington"
"Little Foffano's Deli","Takeaway/sandwich shop","DL1 5PL","5","555","2016-07-05","Darlington"
"Little India","Takeaway/sandwich shop","DL3 6LB","5","555","2016-01-12","Darlington"
"Little Lingfields Ltd","Hospitals/Childcare/Caring Premises","DL1 1RW","5","000","2016-06-01","Darlington"
"Little Rockstars Childcare","School/college/university","DL1 3SA","5","000","2016-06-21","Darlington"
"Lloyds Pharmacy","Retailers - other","DL3 6JA","Exempt","","2010-11-25","Darlington"
"Loko","Retailers - other","DL1 5DS","5","505","2015-07-10","Darlington"
"Lols Mobile Kitchen","Takeaway/sandwich shop","DL2 1EB","5","000","2017-03-24","Darlington"
"Lols Mobile Kitchen","Mobile caterer",NA,"5","000","2016-10-03","Darlington"
"Londis","Retailers - other","DL3 6HT","5","000","2016-06-02","Darlington"
"Longfield Academy Trust","School/college/university","DL3 0HT","5","000","2016-09-06","Darlington"
"Longfield Academy Trust At The Rydal Academy","School/college/university","DL1 4BH","5","000","2016-02-09","Darlington"
"Loutopia Bespoke Biscuits","Other catering premises",NA,"5","000","2017-05-08","Darlington"
"Lucy's Cakes And Bakes","Other catering premises",NA,"5","555","2014-06-05","Darlington"
"Lunch Club/Cafe","Takeaway/sandwich shop",NA,"AwaitingInspection","","","Darlington"
"M \& M Caterers","Other catering premises",NA,"AwaitingInspection","","","Darlington"
"M&B Thompson","Retailers - other","DL1 3BN","5","000","2016-05-23","Darlington"
"Maddy Cakes","Other catering premises","DL1 1DH","5","000","2015-03-13","Darlington"
"Maggies Place","Restaurant/Cafe/Canteen","DL3 7AJ","5","505","2015-04-21","Darlington"
"Magik Out Of School Club","Hospitals/Childcare/Caring Premises","DL2 1LD","5","000","2015-03-03","Darlington"
"Majestic","Hospitals/Childcare/Caring Premises","DL3 7JT","5","","2016-05-16","Darlington"
"Majestic Wine Warehouse Ltd","Retailers - other","DL1 5NT","5","000","2016-06-02","Darlington"
"Mangobean","Restaurant/Cafe/Canteen","DL1 5AD","5","000","2016-09-28","Darlington"
"Manhattans Coffee House \& Bar","Pub/bar/nightclub","DL3 7JY","5","000","2016-01-18","Darlington"
"Marchbank School","School/college/university","DL3 9BL","5","000","2015-10-09","Darlington"
"Marinos Pizza","Takeaway/sandwich shop","DL3 7DH","AwaitingInspection","","","Darlington"
"Market News","Retailers - other","DL1 5PX","Exempt","","2017-01-05","Darlington"
"Marks & Spencer","Retailers - supermarkets/hypermarkets","DL1 1RH","5","000","2016-03-02","Darlington"
"Maxim","Takeaway/sandwich shop","DL1 5AQ","4","0510","2015-07-09","Darlington"
"Maya","Restaurant/Cafe/Canteen","DL1 1QU","5","555","2016-04-22","Darlington"
"Mc Nay Street Childrens Centre","Hospitals/Childcare/Caring Premises","DL3 6SW","5","000","2016-07-04","Darlington"
"McColls","Retailers - other","DL1 1XL","5","000","2016-05-31","Darlington"
"McColls","Retailers - other","DL1 2SX","5","000","2016-06-13","Darlington"
"McDonalds","Restaurant/Cafe/Canteen","DL3 0YQ","5","000","2016-11-04","Darlington"
"McDonalds","Restaurant/Cafe/Canteen","DL1 4PJ","5","000","2016-11-04","Darlington"
"Meadholme","Hospitals/Childcare/Caring Premises","DL3 9LU","5","000","2015-07-21","Darlington"
"Medirest Healthcare-Compass Group At Woodlands Hospital","Restaurant/Cafe/Canteen","DL1 4PL","5","000","2016-11-11","Darlington"
